question,answer
"Ma'am, DNA replication kaise hoti hai?","DNA replication mein DNA molecule ki do tarah ki strandon ki pratyaksh nirkaran hoti hai, jismein purani strand naye DNA molecule ki nirmaan mein madad karti hai."
Kyunki narrator ne pehle yeh kyun mana kiya tha ki Mourad ghode chor hai?,Kyunki Garoghlanian family ka koi bhi member chor nahi ho sakta
"Sir, plate tectonics ke concept ko kaise samjhein, yeh kya hai?","Plate tectonics ki concept ke anusar, prithvi ki satah par chhote-chhote tukde hote hain jo lagatar gati mein rehte hain. Ye tukde ek dusre se takraate hain aur isse pahaad, jwalamukhi aadi bante hain. Isse hamein prithvi ki satah par hone wale badlaavon ka pata chalta hai."
"Maratha ki jeet ke baad Panipat ki ladai mein Maratha aur East India Company ke liye immediate consequences kya the? Maratha ki jeet se unka manobaal badh gaya aur unki northern India mein supremacy bhi establish ho gayi. East India Company, jo ki sideline se ye sab dekh rahi thi, ko message mil gaya aur usne apna expansionist programme temporarily rok diya.","Maratha ki jeet se unka morale boost hua, unki northern India mein supremacy establish hui, aur East India Company ne apna expansionist programme temporarily rok diya. Isse Bhausaheb aur Vishwasrao ka influence bhi badh gaya."
"Sir, kya tum mujhe bata sakte ho ki National Mission on Monsoon ki kya zaroorat thi?",National Mission on Monsoon ka uddeshya monsoon ki bhavishyavani ko behtar banana tha. Isse hume mausam ki bhavishyavani ke liye behtar data milta hai aur hume monsoon ke dauran hone wale nuksaan se bachne mein madad milti hai.
Kaun se pheasant family ka member India ka national bird hai aur iska cultural significance kya hai? India ke national bird ka kya mahatva hai?,"Male blue peafowl yaani peacock India ka national bird hai aur pheasant family ka ek mashhoor member hai, yeh India ke art, culture aur folklore mein ek prominent jagah rakhta hai"
"Ma'am, natural resources kya hain aur inka mahatva kya hai?","Natural resources prakriti dwara pradaan kiye gaye padarth hain, jaise ki jal, hawa, mitti, khane, aur khoj. Inka mahatva hai ki ve humari aavashyakataon ko poora karte hain aur humari jeevan shaili ko banaye rakhte hain."
"Brazil ke Curitiba ne apne urban transport ke challenges ko kaise solve kiya, jab ki wahan per capita car ownership bahut zyada tha? 1970s se shuru hokar, Brazil ke is provincial centre ne, jo ki capital ke alawa highest per capita car ownership wala tha, crowded areas se automobiles ko ban kar diya, pedestrians ko priority di, ek internationally acknowledged bus system develop kiya jo ki household commuting expenditure ko national average se kam kar diya, aur naye housing areas banaye jo ki planned manner me transport links provide karte the.","Curitiba ne crowded areas se automobiles ko ban kiya, pedestrians ko priority di, ek internationally recognized bus system develop kiya, aur planned housing areas banaye jahan integrated transport links the."
What was Satyajit's reaction to the man's confession of forgery?,He felt troubled and saw mind-pictures of the man in grief and at the bar.
"Iona ko apne bete ki death ke baad jo fares milte hain, usse wo kaisa feel karta hai?","Iona ko pata nahi chalta ki fare kitna hai, ek rouble hai ya paanch kopeks - usse toh sab ek jaisa hi hai, bas fares mil rahe hain"
Andrew ko birth ke dauran kya dilemma hota hai?,"Andrew ko yeh dilemma hota hai ki wo bachche ko revive karne ki koshish kare ya mother ko bachane pe focus kare, jo ki desperate state mein hai"
Parivaar ne kahaan aur kis uddeshya se naye crew members ko shaamil kiya?,"Parivaar ne Cape Town mein American Larry Vigil aur Swiss Herb Seigler naamak do crewmen ko shaamil kiya, unka uddeshya southern Indian Ocean ko paar karna tha, jo duniya ke sabse khatarnaak samudron mein se ek hai"
"Bharat ke samvidhan ka article 48A environment ke maamle me kya kehta hai? Article 48A ke hisaab se state ko environment ko protect karna hai aur improve karna hai, aur country ke forests aur wildlife ko safeguard karna hai.","Article 48A ke hisaab se state ko environment ko protect karna hai aur improve karna hai, aur country ke forests aur wildlife ko safeguard karna hai."
"Egyptian Mummy Project ne apna inventory kab shuru kiya, aur uska agla planned phase kya hai? Egyptian Mummy project, jo 2003 ke end me inventory shuru kiya tha, ab tak lagbhag 600 record kar chuka hai aur abhi bhi count kar raha hai. Agla phase: ek portable CT machine se mummy ki scanning karna, jo National Geographic Society aur Siemens, uske manufacturer ne donate kiya hai.","Egyptian Mummy Project ne apna inventory 2003 ke end me shuru kiya. Uska agla phase hai ki woh portable CT machine ka use karke mummy ki scanning kare, jo National Geographic Society aur Siemens ne donate kiya hai."
Class XI ke liye supplementary reader ka kya purpose hai?,Class XI ke english syllabus ko National Curriculum Framework for School Education 2005 ke hisab se enhance karne ke liye aur young adults ko apne aap aur samaj ko samajhne mein madad karne ke liye
Mrs Fitzgerald Mrs Pearson ko kya suggest karti hai?,Mrs Fitzgerald kehte hain ki Mrs Pearson ko apni authority assert karni chahiye aur apne family ki boss ban ni chahiye
"Ma'am, kya hum history meh ancient civilizations ke baare meh jaan sakte hai?","Haan, ancient civilizations jaise ki Mesopotamia, Egypt, Indus Valley, aur China ne bahut mahatvapoorn yogdan diya tha. Unhone apne samay meh bahut sahi prashasan, sanskriti, aur vigyan viksit kiya tha."
"Ma'am, vector quantity kya hoti hai aur iske udaharan kya hain?","Vector quantity ek bhautilik rashmi hai jismein disha aur pariman dono hote hain, jiske udaharan bal, gati aur vivēg hote hain."
How did Pappachi react to Mammachi's success with pickle-making?,Pappachy resented the attention Mammachi was getting and refused to help her.
"Kya fayda hai stamp-collecting jaise hobbies ka general knowledge ke maamle me? Kuchh hobbies, jaise ki stamp-collecting, duniya ke kai deshon ke baare me hamari general knowledge badhate hain.",Stamp-collecting jaise hobbies duniya ke kai deshon ke baare me hamari general knowledge badhate hain.
Batao ki Tsetan ne Changtang se nikalne ke liye kaunsa shortcut liya tha aur uska general direction kya tha,Tsetan ne Mount Kailash ki taraf south-west mein jaane wala shortcut liya jo ki kai high mountain passes cross karne ka tha
What did Satyajit do when he saw the man presenting a cheque at the bank?,He took the cheque to the accounts desk to compare the signature with the one on record.
"Ma'am, what is the difference between flora and fauna, inhein kaise samjhein?","Flora aur fauna dono hi prakriti ke hisse hain. Flora ke tahat ped-paudhe aate hain, jabki fauna ke tahat jeev-jaantuo aate hain. Flora hamein oxygen aur khane ki cheezein pradaan karti hai, jabki fauna hamein bachaav aur manoranjan pradaan karte hain."
"Ma'am, what is the concept of biogeochemical cycle, yeh kya hota hai?","Biogeochemical cycle ki prakriya mein, tatva prakriti mein chakraate hain aur isse hamein pata chalta hai ki kaise yeh tatva ek-dusre par nirbhar hain. Ye cycle hamein pata dete hain ki kaise tatva prakriti mein badalte hain aur kaise yeh cycle hamein jivan dete hain."
"Kitab ki keemat kitni hai, jaise ki text mein mention hai?","Pandra rupees, yaani 35 rupees"
"Professor Gaitonde ko East India Company ke status ke baare mein kya sabse zyada hairan karne wala tha yeh version of Bombay mein? History books ke hisab se East India Company ko 1857 ke baad band kar diya gaya tha, lekin yahaan wo na sirf alive tha balki flourishing bhi tha.","Usse yeh dekhkar shock laga ki East India Company na sirf alive hai balki flourishing bhi hai, kyunki uske apne historical understanding ke hisab se, East India Company ko 1857 ke baad band kar diya gaya tha."
"Sir, kya hum earth ke atmosphere meh rehte hai, toh phir space meh kya hoga?","Haan, hum earth ke atmosphere meh rehte hai, aur space meh vacuum hota hai jahaan oxygen ki kami hoti hai. Isliye space meh jaane ke liye humein special suits aur oxygen supply ki zarurat hoti hai."
What did Paul do when he was seeking for the clue to 'luck'?,"He would sit on his big rocking-horse, charging madly into space."
"Sir, periodic table kya hota hai?",Periodic table ek aisi table hoti hai jismein sabhi chemical elements ko unke atomic number aur atomic mass ke anusaar vyavasthit kiya jata hai. Issey elements ke gunon ko samjhana aur unke sambandhon ko samjhana aasan hota hai.
"Sir, gravitational force kya hoti hai?","Gravitational force do vastuon ke beech ki akarshan shakti hai, jo unke dravyaman aur doori par nirbhar karti hai. Yeh force humein zameen par rakhti hai aur humein gurbhe ki tarah girne se rokti hai."
"Ma'am, Newton ke third law of motion ke bare mein batayein?","Newton ka third law of motion kehta hai ki har action ke liye ek equal aur opposite reaction hoti hai. Yah law hamein batata hai ki jab hum kisi cheez par force lagate hain, to vah bhi hum par equal force lagati hai."
"Gaon mein narrator aur uski dadi ki subah ki routine kya thi? Vo mujhe subah uthati thi, mujhe school ke liye taiyar karti thi. Vo apni subah ki prayer ek tarah se gaati thi jab vo mujhe nahaati aur kapde pahnaati thi, ummeed karti thi ki main use sununga aur yaad karunga, lekin main sirf uski awaaz sunne ke liye sunhta tha, use yaad nahin karta tha. Phir vo mera lakdi ka slate lekar aati thi jo vo pehle dho chuki thi aur uspe peela chalk laga chuki thi, ek chhota mitti ka ink-pot aur ek laal pen, sab ko ek bundle mein bandh kar ke mujhe deti thi. Ek moti, purani chapati ke saath thoda makkhan aur cheeni khane ke baad, hum school chale jaate the. Vo gaon ke kutton ke liye kuch purani chapatiyaan bhi le jaati thi. Mere school ka temple ke saath attachment tha, isliye meri dadi hamesha mere saath school jaati thi.","Gaon mein, dadi narrator ko uthati thi aur use school ke liye taiyar karti thi, subah ki prayer gaati thi jab vo use nahaati aur kapde pahnaati thi. Vo use lakdi ka slate, ink-pot, aur pen deti thi. Ek moti, purani chapati ke saath thoda makkhan aur cheeni khane ke baad, vo dono school jaate the, jo ek mandir ke saath attached tha, aur vo gaon ke kutton ke liye extra chapatiyaan le jaati thi."
"Sir, what is the difference between a hurricane and a cyclone?","Hurricane aur cyclone dono hee tropical cyclones hain, lekin inka antar sirf is baat mein hai ki inhein kis naam se jaana jaata hai. Hurricane purvi Pacific aur Atlantic mahasagaron mein paaye jaate hain, jabki cyclone hind mahasagar aur paschim Pacific mein paaye jaate hain."
"Sir, kya hum apne ghar me detergent banaye aur kaise?","Haan, hum apne ghar me detergent banaye, isme surfactants, water, aur some chemicals ka use hota hai, hum isse carefully mix karke aur shape dekar banate hain."
"Letter likhne ka main kaam kya hai, khaskar itihasik sandarbh mein? Letter likhna do alag-alag jagah par baithe logon ke beech ek mahatvapoorn sanchar ka sadhan hai. Pehle jab phone aur email nahi the, log apne vichar ek dusre tak pahunchane ke liye sirf chitthon ka istemaal karte the.","Letter likhna alag-alag jagah par baithe logon ke beech ek zaroori sanchar ka sadhan hai. Itihas mein, jab phone aur email nahi aaye the, tab letter hi ekmatra tarika tha jiske dwara log apne vichar ek dusre tak pahuncha sakte the."
How did Pappachi's discovery of the moth affect his mood and behavior?,The moth's discovery led to Pappachi's black moods and sudden bouts of temper.
"Ma'am, human body ke skeletal system ke bare mein batayein, yeh kya hota hai?","Human body ke skeletal system ek prakar ka system hai jo ki human body ko support karta hai. Ye system mein bones, cartilage, aur ligaments shamil hote hain, jo ki human body ko shape dete hain, support karte hain, aur movement ko enable karte hain."
What was the initial of the second Garrideb mentioned in the story?,John.
Supplementary reader 'Snapshots' ka target audience kaun hai?,Class XI ke young adults
"Passage analysis ke hisab se, 'The Importance of Games' essay mein Paragraph 5 ka kya role hai?","The Importance of Games essay mein Paragraph 5 writer ki opinion ko summarize karta hai, jo ki paragraphs 2, 3 aur 4 mein kahi gayi baaton ko dhyan mein rakhte hue, aur isse conclusion banata hai."
"Sir, Newton ke gurutvakarshan ke niyam kya hai?","Newton ke gurutvakarshan ke niyam ke anusar, brahmand mein pratyek vastu ek-doosre par gurutvakarshan bal lagati hai, jo unki dravyaman aur doori par nirbhar karta hai."
What was the reason for John Garrideb's visit to Holmes?,To discuss a matter related to Nathan Garrideb and a will.
"note-making ko important study skill kyu mana jata hai? note-making to humare study ke liye important hai, aur kaam mein bhi madad karti hai. hume jo padhte hain uske main points nikalne padte hain kyunki itna saara information yaad rakhna mushkil hota hai","note-making important study skill hai kyunki isse hum material ke main points nikal sakte hain, aur information yaad rakhna asaan ho jata hai, bina large chunks ke"
"Professor Gaitonde ne jo history book padha tha usmein 20th century mein India ki political structure kaise describe ki gayi thi? Tab West se inspire hokar kuch aur changes aaye the, India democracy ki taraf badhne laga. Tab tak Peshwa log apni capability kho chuke the aur unki jagah democratically elected bodies ne le li thi. Delhi ka Sultanate bhi is transition mein survive kar gaya, kyunki uska asal mein koi influence nahi tha. Delhi ka Shahenshah sirf ek figurehead tha jo central parliament ke 'suggestions' par rubber-stamp karta tha.","20th century mein India democracy ki taraf badhne laga, Peshwa log democratically elected bodies se replace ho gaye. Delhi ka Sultanate survive kar gaya lekin Shahenshah sirf ek figurehead tha jo central parliament ke recommendations ko rubber-stamp karta tha."
"Lusaka, Zambia ke zoo mein ek cage hai jismein likha hai 'duniya ka sabse khatarnaak jaanwar', uss notice ka kya matlab hai? Lusaka, Zambia ke zoo mein ek cage hai jahaan notice likha hai 'duniya ka sabse khatarnaak jaanwar'. Is cage mein koi jaanwar nahi hai, sirf ek mirror hai jismein aap apne aap ko dekhte hain. Kayi agencies ke prayaason se duniya ke sabse khatarnaak jaanwar ko ab naya ehsaas hua hai. Usne samajh liya hai ki domination par aadharit system se partnership par aadharit system mein badalne ki akalmani hai.","Lusaka zoo ke cage mein jo notice hai, jismein jaanwar ki jagah mirror hai, woh dikhata hai ki insaan ko 'duniya ka sabse khatarnaak jaanwar' mana jaata hai. Yeh naya ehsaas dikhata hai ki insaan prakriti par adhikar karne ke bajay sahyog par aadharit system ki aur badh rahe hain."
"Ma'am, soil erosion kya hai?","Soil erosion mitti ki hanikarak ghatna hai, jismein mitti ki upari parat alag ho jati hai. Iske kaaran mitti ki upajaukta kam ho sakti hai, jo ki krishi utpadakta ko prabhavit karta hai."
Kya humein environmental ethics ke liye koi principles hain?,"Haan, humein environmental ethics ke liye koi principles hain. Hum precautionary principle, polluter pays principle, aur intergenerational justice jaise principles follow kar sakte hain. Iske alawa, hum environmental stewardship aur sustainable development ke bare mein bhi soch sakte hain. Environmental ethics ke liye principles banana important hai taaki hum paryavaran ko bacha sakein aur bhavishya ki peedhi ke liye sustainable future banayein."
What did the mother feel about her children?,She felt they had been thrust upon her and she could not love them.
"Sir, what is a mineral, kya ye koi rock hai?","Nahi, mineral ek tarah ka inorganic substance hai jo specific chemical composition aur crystalline structure ke saath hota hai, rocks minerals se bante hain."
"Akhenaten kaun tha, aur usne apne rajya mein kya mahatvapoorn dharmik aur rajnaitik parivartan kiye? Uske bete Amenhotep IV ne usey succeed kiya aur pracheen misr ke itihas mein sabse ajeeb samay ki shuruaat ki. Naye pharaoh ne Aten, sun disk ki pooja ko badhava diya, apna naam Akhenaten, ya 'aten ka sewak' rakha, aur dharmik rajdhani ko purane shahar Thebes se naye shahar Akhetaten, jo ab Amarna ke roop mein jana jata hai, shift kar diya. Usne desh ko aur bhi shock kiya jab usne bade devta Amun par hamla kiya, uske chitra tod diye aur uske mandir band kar diye.","Akhenaten, jo pehle Amenhotep IV tha, usne Aten (sun disk) ki pooja ko badhava diya, apna naam 'aten ka sewak' rakha, dharmik rajdhani ko Akhetaten (Amarna) shift kiya, aur bade devta Amun par hamla kiya, uske chitra tod kar aur uske mandir band karke."
"Sir, kya hum biology meh mitosis aur meiosis ke beech antar samajh sakte hai?","Haan, mitosis aur meiosis dono cell division ki prakriya hai, lekin mitosis meh do identical cells banti hai, jabki meiosis meh four different cells banti hai. Meiosis gametes (sperm aur egg cells) ki formation meh hoti hai."
"What was the narrator's initial impression of America upon arrival? As the plane began its descent over Boston Harbour, the pilot announced the weather and time, and that President Nixon had declared a national holiday: two American men had landed on the moon. Several passengers cheered. ‘God bless America!’ one of them hollered. Across the aisle, I saw a woman praying.","The narrator's initial impression of America was marked by the excitement and pride of the passengers upon hearing the news of the moon landing, with cheers and prayers, indicating a sense of national achievement and unity."
"Sir, what is the difference between a meteor and a meteorite?","Meteor ek chhota patthar hota hai jo antariksh se zameen par girta hai, jabki meteorite wahi patthar hai jo zameen par pahunchne ke baad bhi apni sanrachna ko banaye rakhta hai. Meteors ko aksar shooting stars ke roop mein dekha jaata hai."
"Sir, ecosystem services kya hote hain?","Ecosystem services wah laabh hain jo humein prakriti se milte hain, jaise ki oxygen, bhojan, paani, aur aashray. Ye laabh humari jeevan shaili ko banaye rakhte hain."
The Tale of Melon City me hanging ke mamle me king ne antim faisla kya kiya?,"King ne decide kiya ki bhid ko satisfy karne ke liye kisi ek ko turant phansi deni chahiye, aur antim me vo khud hi phansi par chad gaya"
"Sir, DNA replication ke process ke bare mein batayein?","DNA replication ek process hai jismein DNA apne aap ko replicate karta hai. Ye process mein helicase enzyme DNA ko unwind karta hai, aur phir polymerase enzyme nucleotides ko jodta hai aur ek naya DNA strand banata hai."
Mourad ne kya suggest kiya ke ghode ke saath kya karein jab narrator gir gaya?,Ya to use wapas le jaayein ya phir kal subah tak use chhupa ke rakhein
"Scientists ke mutabik, sabhi teetar kahase aaye hain? Scientists maante hai ki sabhi teetar Himalaya se aaye hain, aur phir Tibet, China, Myanmar, South aur South East Asian countries ke alawa Caucasus Mountains tak bhi phele",Scientists maante hai ki sabhi teetar Himalaya se aaye hain
Kya hai narrator ke chacha Khosrove ka reaction kisi bhi buri khabar par?,"Vah daade, 'Isme koi nuksaan nahi hai, is par dhyan mat do.'"
Is book ka ISBN kya hai aur Class XI ke liye iska specific title kya hai? ISBN 81-7450-524-511072 – Hornbill Textbook for Class XI,"Is book ka ISBN 81-7450-524-511072 hai, aur iska title 'Hornbill Textbook for Class XI' hai"
"Sir, kya tum mujhe bata sakte ho ki National Disaster Management Authority ka uddeshya kya hai?","National Disaster Management Authority ka uddeshya apdaon ke dauran madad aur sahara pradaan karna hai. Iske liye hume apdaon ke dauran kya karna hai, iske liye kai kadam uthane hote hain."
"Dadi ji ne bimari se pehle shaam ko kya ajeeb kaam kiya tha? Shaam ko unmein kuch badlav aaya. Unhone prayer nahin ki. Unhone pados ki auraton ko ikattha kiya, purane dhol ko uthaya aur geet gaane lagein. Kayi ghanton tak unhone purane dhol ki dhilon ko peetkar geet gaaye, jo sipahiyo ke ghar vapas aane ke bare mein the. Humein unhe rokne ke liye manana pada, nahi toh unhe zyada tanav ho sakta tha. Yeh pehli baar tha jab se maine unhe jaana tha, ki unhone prayer nahin ki.","Bimari se pehle ki shaam ko, dadi ji ne prayer nahin ki, jo unke liye bahut hi ajeeb tha. Unhone pados ki auraton ko ikattha kiya, ek purana, kharaab dhol uthaya, aur kayi ghanton tak uspe thapki dete hue sipahiyo ke ghar vapas aane ke geet gaaye, aur humein unhe rokne ke liye manana pada."
What is the concept of ecological succession?,"Ecological succession refers to the process of change in the species composition of a community over time. This can occur after a disturbance, such as a fire or hurricane, or in a newly formed habitat, such as a volcanic island. The process of succession can be primary, where a new community forms from scratch, or secondary, where a community recovers from a disturbance."
"Ma'am, kya hum biology mein ecosystem ke bare mein padhenge?","Haan, hum biology mein ecosystem ke bare mein padhenge. Ecosystem mein jeev aur njeev tatvon ke beech ki pratikriyaon ko samajhna humare liye bahut zaroori hai."
"Environment Society of India (ESI) dwara nikali gayi identification chart ka kya vishesh uddeshya hai? Is chart ka uddeshya National Green Corps (NGC) ke school eco-clubs ke sadasyon mein jagrukta paida karna hai, jo ki Ministry of Environment and Forests, Government of India ke antargat aata hai.","ESI identification chart ka uddeshya National Green Corps (NGC) ke school eco-clubs ke sadasyon mein jagrukta paida karna hai, jo ki Ministry of Environment and Forests, Government of India ke antargat aata hai."
"Sir, electromagnetic induction kya hai aur iske upyog kya hain?","Electromagnetic induction ek prakriya hai jismein chumbakiya kshetra mein badlav ke kaaran vidyut dhara utpanna hoti hai, jiska upyog generator, transformer aur motor mein kiya jata hai."
Wavewalker aur uske crew ke saath kya hua jab unhe massive wave ne hit kiya? Uske baad Wavewalker ki haalat kaisi thi?,"Wavewalker capsizing ke karib thi, uske mast almost horizontal the, decks toh smash ho gaye the, aur paani se bhar gaye the. Starboard side andar ki taraf bulge ho gaya tha, broken timbers bhi the, aur narrator ke ribs crack ho gaye the, mouth mein blood aur broken teeth the. Larry aur Herb ne turant water pump karna shuru kar diya."
Kaun kaun se anya characters hain jo birth ke dauran maujood hain?,"Mrs. Morgan ki maa, ek lambi, safed baalon wali aurat, aur ek moti, bujurg dhai, woh anya characters hain jo maujood hain."
Professor Gaitonde bombay pahunchne ke baad kya karenge? Vaise toh Professor Gaitonde ka dimaag tezi se daud raha tha aur bombay mein ek plan banaya tha. Historian hone ke nate usey pata chala ki usey pehle hi yeh sochna chahiye tha. Vah ek bade library jayega aur history ke kitabon ko dekhega.,Professor Gaitonde ne socha ki vah bombay mein ek bade library jayega aur history ke kitabon ko dekhega. Aur phir vah pune wapas jayega aur Rajendra Deshpande se lambi baat karega.
"Ma'am, kya hum apne ghar ke paani ko solar still se shuddh kar sakte hain?","Haan, hum apne ghar ke paani ko solar still se shuddh kar sakte hain. Solar still mein paani ko garm kiya jaata hai aur vaashp banaya jaata hai, jisse paani shuddh ho jaata hai."
"Sir, kya hum chemistry meh polymer ke baare meh jaan sakte hai?","Haan, polymer ek aisa substance hota hai jismein kai small molecules milkar ek bada molecule banate hai. Polymers ki properties unke molecular structure par nirbhar karti hai."
What was the value of the property left by Alexander Hamilton Garrideb?,Five million dollars for each of the three parts.
"Ma'am, cell membrane kya hoti hai aur iske kya kaarya hain?","Cell membrane ek patli parat hoti hai jo cell ko ghernati hai. Iske kaarya hain cell ke andar ke padarthon ko surakshit rakhna, cell mein aavashyak padarthon ko pravaesh karana, aur cell se anavashyak padarthon ko bahar nikaalna."
"Sir, what is yakhchal in geography, kya ye koi river hai?","Nahi, yakhchal ek tarah ka traditional ice house hai jo Iran me paya jata hai, jahaan log ice store karte the."
"Sir, kya aap bata sakte hain ki electromagnetic induction ka concept kya hai?","Electromagnetic induction ki prakriya mein, ek chumbakiya kshetra mein badlaav se vidyut dhara utpann hoti hai. Isse hamein pata chalta hai ki kaise chumbakiya kshetra vidyut dhara ko prabhaavit karte hain."
"What challenges did the narrator face while trying to sleep at the YMCA? Each night I had to keep the window wide open; it was the only source of air in the stifling room, and the noise was intolerable. I would lie on the cot with my fingers pressed into my ears but when I drifted off to sleep, my hands fell away and the noise of the traffic would wake me up again.","The narrator faced challenges sleeping at the YMCA due to the need to keep the window open for air, the intolerable noise, and being repeatedly woken up by traffic sounds despite pressing his fingers into his ears."
What did the nurse say about Paul's rocking-horse riding?,She said he would break his horse and wished he would leave off.
What was the name Holmes was looking for in the telephone directory?,Garrideb.
"Ma'am, Bharat mein jal sansadhan kitne prakaar ke hote hain?","Bharat mein jal sansadhan teen prakaar ke hote hain - bhoojal, nadi jal aur barsha jal, jinka upyog kheti, peyjal aur audhyogik uddeshyon ke liye kiya jata hai."
"Ma'am, kinetic energy ka formula kya hai aur iska use kahan hota hai?","Kinetic energy ka formula 0.5 * m * v^2 hai, jaha m massa hai aur v velocity hai. Iska use hume pata karne ke liye hota hai ki koi vastu kitni urja rakhti hai jab wo gati mein hoti hai."
"Ma'am, plate tectonics kya hai?","Plate tectonics ek theory hai jo earth ke crust ke movement ko explain karti hai. Iske anusar, earth ka crust kai chhote-chhote tukdon mein divided hai jo lagatar move karte hain."
"Ma'am, rational numbers kya hote hain?","Rational numbers woh numbers hote hain jo p/q ke roop mein likhe ja sakte hain, jahan p aur q poorne numbers hote hain aur q shunya nahi hota. Jaise ki 3/4, 22/7 aadi."
"Ma'am, kya hum apne ghar ke paani ko reverse osmosis se shuddh kar sakte hain?","Haan, hum apne ghar ke paani ko reverse osmosis se shuddh kar sakte hain. Reverse osmosis mein paani ko ek patle membrane se guzara jaata hai, jisse paani shuddh ho jaata hai."
"Ma'am, ecological pyramid kya hoti hai aur iske prakaar kya hain?","Ecological pyramid ek aahar tantra ko darshati hai jismein urja ka sancharan hota hai, jiske prakaar pyramid of number, pyramid of biomass aur pyramid of energy hote hain."
"Ma'am, what is the concept of atomic model, yeh kya hota hai?","Atomic model ki prakriya mein, parmanu ke androoni bhag ko samjhaya jaata hai, jismein proton, neutron, aur electron hote hain. Isse hamein pata chalta hai ki kaise parmanu ka nirmaan hota hai aur kaise yeh parmanu hamein duniya ke baare mein jankari dete hain."
"Ma'am, what is the importance of conservation of forest?","Van sanrakshan ki mahatvapurnata iss liye hai ki yeh humein oxygen, jal, aur mitti ki upajaukta pradaan karte hain. Iske alawa, van sanrakshan se jalvayu parivartan ko rokne mein madad milti hai aur jeev-jantuon ki hasti ko bachaya ja sakta hai."
What did the children hear whispering in the house?,'There must be more money!'
The Tale of Melon City mein king ne builder chief ko kyun phansi di?,King ne builder chief ko phansi di kyunki uska crown ek neeche ki tarah banaye gaye arch se ud gaya tha
"Professor Gaitonde ne jo history book padha tha, usme kya likha tha ki kaun si specific event mein history alag turn leta hai? Volume five ko dono ends se padhkar, Gangadharpant ne pata lagaya ki history ka turn kahan alag hua tha. Us page mein Battle of Panipat ki baat thi, aur likha tha ki Marathas ne use handsome jita tha.","History ka turn alag hua tha Battle of Panipat mein, jahan Marathas ne Abdali ko handsome haraya aur use Kabul tak bhaga diya."
What was Alexander Hamilton Garrideb's peculiar interest?,Finding other people with the surname Garrideb.
Kya is text mein kaha gaya hai ki mochon ka mahatva is sanskriti mein kya hai?,"Text ke mutabiq, mochon ka alag alag class ke logo ke liye social class aur status ka ek marker hai, jisme alag alag styles ko alag alag classes ke log apne position ko dikhane ke liye pehente hain."
"Ma'am, cell division kya hoti hai aur iske prakaar kya hain?","Cell division ek prakriya hai jismein koshika do ya adhik koshikaon mein vibhajit hoti hai, jiske prakaar mitosis aur meiosis hote hain."
"Ma'am, ozone layer kya hai?",Ozone layer vaayumandal ka ek hissa hai jo ozone gas se bana hota hai. Yeh layer surya ki hanikarak ultraviolet radiation ko absorb karti hai aur humein iske nuksaan se bachati hai.
"Resume kya hota hai aur iske aur kya kya names hain? Humhe resume taiyaar karna hai, jo ki background, academic qualifications aur experience ke bare mein summary hota hai. Resume ke liye curriculum vitae aur biodata bhi kahte hain.","Resume ek individual ke background, academic qualifications aur experience ka summary hota hai. Resume ke liye curriculum vitae (CV) aur biodata bhi commonly use hote hain."
"Nomads ke tent ke paas wale Tibetan mastiffs ka kya behaviour hota tha jab vehicle aati thi? Ye beasts apne bade heads ko cock karte the jab unhe pata chalta tha ki hum aarahe hain, phir ve hume apni nazar mein le lete the. Jab hum aur paas aate the, ve action mein aajate the, humari taraf se seedha tezi se aate the, jaise ki gun se nikla hua goli, aur utni hi tez. Ye shaggy monsters, jo ki sabse andhere raat se bhi zyada kaale hote the, aam taur par laal collars pehante hote the aur apne bade jaws ke saath bhukk bhukk karte the. Ve hamein apni gaadi se bilkul nahi darte the, seedha humari raah mein aa jaate the, jisse Tsetan ko brake aur swerve karna padta tha.","Jab vehicle aati thi, Tibetan mastiffs apne heads ko cock karte the, gaadi ko apni nazar mein le lete the, phir action mein aajate the, seedha uski taraf tezi se aate the, bhukk bhukk karte the aur Tsetan ko brake aur swerve karne ke liye majboor karte the."
"Diyae gaye text ke hisab se, effective reading ke kitne zaroori components hain? Effective reading mein shaamil hain ki hum text ko samajhein, text ke baare mein baat karein, language ke baare mein sochein, words ke saath kaam karein, aur form aur patterns ko notice karein.","Effective reading ka matlab hai ki hum text ko samajhein, text ke baare mein baat karein, language ke baare mein sochein, words ke saath kaam karein, aur form aur patterns ko notice karein."
"Sir, what is gene expression?",Gene expression ek aisa prakriya hai jismein hum gene ke dwara pradaan kiye jaane wale nirdeshon ke bare mein padhte hain. Ismein hum yeh jaante hain ki kaise gene cell ko kya karna hai.
"Gangadharpant ne apne padhai ke aadhar par India ke kaun si cheez ko appreciate kiya? Jab vah aage padhte gaye, toh unhone dekha ki India ko samajhne lage","Vah appreciate kiya ki yeh desh gora log ke gulami ka shikaar nahi hua tha, apne pairon par khada hone ki seekh li thi, aur self-respect ko samajh ta tha"
"Ek lambi writing me sub-titling ka kya main purpose hota hai? Sub-titling ka purpose hai ki wo har section ka main idea ya theme ko clearly dikhaye, taaki reader ko ek glance me pata chal jaye ki kaunse sub-topics cover ho rahe hain.",Sub-titling ka main purpose hai ki wo har section ka main idea ya theme ko convey kare aur reader ko quickly sub-topics ko identify karne me madad kare.
What was the boy Paul's assertion about his luck?,He asserted that God told him he was a lucky person.
